Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,Count
Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.2,0.3,,,123.7,0.64,,1.53,9.9,7,2.1,6,28.3,85.3,5.1,46.05920172838578,11.11883008906318,POINT (11.11883008906318 46.05920172838578),1
Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.1,0.11,,,47.4,0.24,,0.95,9.9,6,1.8,4,12.6,32.7,2,46.05911684522228,11.11879658791734,POINT (11.11879658791734 46.05911684522228),1
Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0,0.06,,,23.2,0.12,,0.77,9.9,5,1.5,3,7.1,16,1,46.05875687972195,11.118953857666,POINT (11.118953857666 46.05875687972195),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.4,,,165,0.85,,1.88,10.5,9,2.7,7,38.5,113.8,6.9,46.05874269480186,11.11885001604026,POINT (11.11885001604026 46.05874269480186),1
Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0.3,0.59,,,246,1.26,,2.45,9.9,8,2.4,8,50.3,169.6,10.2,46.05896249625372,11.11908726272805,POINT (11.11908726272805 46.05896249625372),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.07000000000000001,,,27.5,0.14,,0.76,9.199999999999999,6,1.8,3,7.1,18.9,1.1,46.05898002763561,11.11875347172051,POINT (11.11875347172051 46.05898002763561),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.04,,,17.1,0.09,,0.46,5.6,5,1.5,3,7.1,11.8,0.7,46.05886756244396,11.11871245115082,POINT (11.11871245115082 46.05886756244396),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0.1,0.13,,,54.9,0.28,,0.68,4.5,4,1.2,5,19.6,37.8,2.3,46.05881057418448,11.11868415490198,POINT (11.11868415490198 46.05881057418448),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.18,,,75.7,0.39,,1.21,10.5,9,2.7,5,19.6,52.2,3.1,46.05874117756966,11.1186503418094,POINT (11.1186503418094 46.05874117756966),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.2,0.47,,,198.1,1.02,,2.57,17.9,10,3,7,38.5,136.6,8.199999999999999,46.05867362398371,11.11860935936798,POINT (11.11860935936798 46.05867362398371),1
Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0.1,0.19,,,79.5,0.41,,0.75,2.6,7.5,2.3,6,28.3,54.8,3.3,46.0586028945947,11.11855519775738,POINT (11.11855519775738 46.0586028945947),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.2,0.36,,,149.6,0.77,,1.98,14.1,9,2.7,6,28.3,103.1,6.2,46.05848389805281,11.11849750887612,POINT (11.11849750887612 46.05848389805281),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.1,0.25,,,105.6,0.54,,1.88,17.9,9,2.7,5,19.6,72.8,4.4,46.05838013044949,11.11844854780342,POINT (11.11844854780342 46.05838013044949),1
Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.2,0.33,,,139.4,0.72,,2.03,16.2,9,2.7,6,28.3,96.09999999999999,5.8,46.05829769101182,11.11840945278116,POINT (11.11840945278116 46.05829769101182),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.09,,,37.9,0.19,,0.62,5.6,5,1.5,4,12.6,26.1,1.6,46.05824238170434,11.11838768558605,POINT (11.11838768558605 46.05824238170434),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.05,,,19.5,0.1,,0.42,4.5,4,1.2,3,7.1,13.4,0.8,46.05812080465338,11.11834295639444,POINT (11.11834295639444 46.05812080465338),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.21,,,87.59999999999999,0.45,,1.51,14.1,9,2.7,5,19.6,60.4,3.6,46.05807436725447,11.1183281222093,POINT (11.1183281222093 46.05807436725447),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.3,0.54,,,224.4,1.15,,2.54,14.1,10,3,7,38.5,154.7,9.300000000000001,46.05802575689808,11.11831398062174,POINT (11.11831398062174 46.05802575689808),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.11,,,47.8,0.25,,1,10.5,9,2.7,4,12.6,33,2,46.05795497772676,11.11829162182729,POINT (11.11829162182729 46.05795497772676),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.3,0.57,,,239.4,1.23,,2.89,17.9,10,3,7,38.5,165,9.9,46.05785802465521,11.11827317455945,POINT (11.11827317455945 46.05785802465521),1
Carpinus betulus,29,1411.68,264.8,42.54,6.4,1.03,0.6,1.15,,,481.4,2.48,,4.66,17.1,10,3,11,95,331.9,20,46.05781966863724,11.11825451261052,POINT (11.11825451261052 46.05781966863724),1
Carpinus betulus,29,1411.68,264.8,42.54,6.4,1.03,0.2,0.37,,,155.6,0.8,,2.21,17.1,10,3,6,28.3,107.3,6.5,46.05775626221052,11.11823256530774,POINT (11.11823256530774 46.05775626221052),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.3,0.62,,,259,1.33,,3.03,17.9,12,3.6,7,38.5,178.5,10.8,46.05770994587105,11.1182160552803,POINT (11.1182160552803 46.05770994587105),1
Carpinus betulus,34,1818.28,380.7,61.16,6.3,1.01,0.2,0.38,,,158.6,0.82,,2.21,16.8,12,3.6,6,28.3,109.3,6.6,46.0581376315611,11.11927495973231,POINT (11.11927495973231 46.0581376315611),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7,0.04,,0.32,4.5,4,1.2,1.5,1.8,4.8,0.3,46.05820085236979,11.11924867842665,POINT (11.11924867842665 46.05820085236979),1
Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.02,,,6.9,0.04,,0.26,3.5,4,1.2,1.5,1.8,4.8,0.3,46.05826852947645,11.11922476544712,POINT (11.11922476544712 46.05826852947645),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0.1,0.1,,,42.6,0.22,,0.59,4.5,8,2.4,4,12.6,29.4,1.8,46.05833022974148,11.11920282149236,POINT (11.11920282149236 46.05833022974148),1
Carpinus betulus,4,51.07,4.8,0.78,0.6,0.1,0,0.02,,,9.199999999999999,0.05,,0.17,1.7,7,2.1,2,3.1,6.4,0.4,46.05839785763721,11.11917670869028,POINT (11.11917670869028 46.05839785763721),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,5.8,0.03,,0.31,4.5,4,1.2,1,0.8,4,0.2,46.05844839931071,11.11915950895002,POINT (11.11915950895002 46.05844839931071),1
Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.02,,,10,0.05,,0.28,3.5,4,1.2,2,3.1,6.9,0.4,46.05857993522942,11.11911373423364,POINT (11.11911373423364 46.05857993522942),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7.9,0.04,,0.33,4.5,4,1.2,1.5,1.8,5.5,0.3,46.05870345792643,11.11906325694858,POINT (11.11906325694858 46.05870345792643),1
Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.03,,,10.6,0.05,,0.38,5,4,1.2,2,3.1,7.3,0.4,46.05877232557589,11.11917410424511,POINT (11.11917410424511 46.05877232557589),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,5.9,0.03,,0.31,4.5,3.5,1,1.5,1.8,4.1,0.2,46.05870744818186,11.11916838908432,POINT (11.11916838908432 46.05870744818186),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,8.5,0.04,,0.4,5.6,4,1.2,1.5,1.8,5.8,0.4,46.05864069798063,11.1191860028209,POINT (11.1191860028209 46.05864069798063),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.1,0.23,,,94.90000000000001,0.49,,1.8,17.9,7,2.1,5,19.6,65.40000000000001,3.9,46.05858933852256,11.1192084719653,POINT (11.1192084719653 46.05858933852256),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.23,,,97,0.5,,1.37,10.5,7,2.1,6,28.3,66.90000000000001,4,46.05853288231403,11.11922428176917,POINT (11.11922428176917 46.05853288231403),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.4,0.84,,,348.8,1.79,,3.26,10.5,10,3,9,63.6,240.5,14.5,46.05815999960116,11.11938402632294,POINT (11.11938402632294 46.05815999960116),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,7.6,0.04,,0.33,4.5,3.5,1,1.5,1.8,5.3,0.3,46.05809767804031,11.11940064560732,POINT (11.11940064560732 46.05809767804031),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.4,0.7,,,293,1.51,,2.84,10.5,11,3.3,8,50.3,202,12.2,46.05844907656474,11.12742365330761,POINT (11.12742365330761 46.05844907656474),1
Carpinus betulus,5,69.67,7.1,1.14,0.8,0.13,0,0.01,,,6,0.03,,0.17,2.1,3.5,1,1.5,1.8,4.1,0.2,46.07213481814214,11.1215527761088,POINT (11.1215527761088 46.07213481814214),1
Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.01,,,4.4,0.02,,0.24,3.5,3,0.9,1,0.8,3,0.2,46.06998701030783,11.11191627689566,POINT (11.11191627689566 46.06998701030783),1
Carpinus betulus,26,1198.7,206.8,33.23,5.6,0.89,0.1,0.12,,,49.8,0.26,,1.27,14.8,7,2.1,4,12.6,34.3,2.1,46.07007881286004,11.11224745529097,POINT (11.11224745529097 46.07007881286004),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.12,,,48.2,0.25,,1,10.5,6,1.8,4,12.6,33.3,2,46.07010758751452,11.11234139916531,POINT (11.11234139916531 46.07010758751452),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.06,,,25.7,0.13,,0.46,4.5,4,1.2,3.5,9.6,17.7,1.1,46.07012680306645,11.11241687466836,POINT (11.11241687466836 46.07012680306645),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0,0.06,,,26.2,0.13,,0.83,10.5,3,0.9,3,7.1,18.1,1.1,46.07015489081899,11.11249928375076,POINT (11.11249928375076 46.07015489081899),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0.1,0.11,,,44,0.23,,0.67,5.6,3,0.9,4,12.6,30.3,1.8,46.07017109177004,11.11259662731404,POINT (11.11259662731404 46.07017109177004),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.1,0.21,,,88.59999999999999,0.46,,1.75,17.9,8,2.4,5,19.6,61.1,3.7,46.07019527349592,11.11269556868686,POINT (11.11269556868686 46.07019527349592),1
Carpinus betulus,36,1998.99,434.1,69.73999999999999,5.8,0.93,0.1,0.24,,,101.2,0.52,,1.7,15.5,7,2.1,5,19.6,69.8,4.2,46.07021969410076,11.11278158807553,POINT (11.11278158807553 46.07021969410076),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.21,,,86.8,0.45,,1.29,10.5,8,2.4,5,19.6,59.8,3.6,46.07024418068292,11.11286890317894,POINT (11.11286890317894 46.07024418068292),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.04,,,18.4,0.09,,0.47,5.6,5,1.5,3,7.1,12.7,0.8,46.07026821877605,11.11297559804085,POINT (11.11297559804085 46.07026821877605),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.2,0.4,,,167.1,0.86,,2.34,17.9,10,3,6,28.3,115.2,6.9,46.07029365568461,11.11305532017695,POINT (11.11305532017695 46.07029365568461),1
Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.02,,,9.5,0.05,,0.28,3.5,3,0.9,2,3.1,6.6,0.4,46.07031724830437,11.11313742890413,POINT (11.11313742890413 46.07031724830437),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.04,,,17.3,0.09,,0.4,4.5,4,1.2,3,7.1,11.9,0.7,46.07034174027408,11.11321957203966,POINT (11.11321957203966 46.07034174027408),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.06,,,25.7,0.13,,0.46,4.5,4,1.2,3.5,9.6,17.7,1.1,46.07036506417517,11.11332106748527,POINT (11.11332106748527 46.07036506417517),1
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.09,,,38.7,0.2,,0.73,7.3,5,1.5,4,12.6,26.7,1.6,46.07038517608687,11.1133967072239,POINT (11.1133967072239 46.07038517608687),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.08,,,32.3,0.17,,0.72,7.9,5,1.5,3.5,9.6,22.3,1.3,46.07039936886977,11.11345660351564,POINT (11.11345660351564 46.07039936886977),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.03,,,14.3,0.07000000000000001,,0.38,4.5,3,0.9,2.5,4.9,9.800000000000001,0.6,46.07032267100294,11.11347682168636,POINT (11.11347682168636 46.07032267100294),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.02,,,9,0.05,,0.34,4.5,5,1.5,2,3.1,6.2,0.4,46.07030026488113,11.11337924065977,POINT (11.11337924065977 46.07030026488113),1
Carpinus betulus,9,225.72,21.5,3.45,1.5,0.24,0,0.03,,,11.7,0.06,,0.33,4,4,1.2,2.5,4.9,8,0.5,46.07027913731149,11.11330498469728,POINT (11.11330498469728 46.07027913731149),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.06,,,24.3,0.12,,0.59,6.7,5.5,1.7,3,7.1,16.7,1,46.07024398082115,11.11316683029843,POINT (11.11316683029843 46.07024398082115),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.04,,,15.6,0.08,,0.45,5.6,4,1.2,2.5,4.9,10.7,0.6,46.07022476577237,11.11309135439128,POINT (11.11309135439128 46.07022476577237),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.17,,,71.8,0.37,,1.18,10.5,8,2.4,5,19.6,49.5,3,46.07019747987819,11.11301427729965,POINT (11.11301427729965 46.07019747987819),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0,0.06,,,25.2,0.13,,0.82,10.5,7,2.1,3,7.1,17.4,1,46.07017332232887,11.11291404358778,POINT (11.11291404358778 46.07017332232887),1
Carpinus betulus,28,1338.11,244.5,39.28,6.1,0.99,0.1,0.27,,,114.5,0.59,,1.85,16.4,8,2.4,6,28.3,78.90000000000001,4.8,46.07015070868117,11.11282279140946,POINT (11.11282279140946 46.07015070868117),1
Carpinus betulus,26,1198.7,206.8,33.23,5.6,0.89,0.2,0.29,,,122.3,0.63,,1.82,14.8,7,2.1,6,28.3,84.3,5.1,46.07009663826467,11.11264150147709,POINT (11.11264150147709 46.07009663826467),1
Carpinus betulus,26,1198.7,206.8,33.23,5.6,0.89,0.1,0.2,,,84.2,0.43,,1.53,14.8,8,2.4,5,19.6,58.1,3.5,46.07007951404513,11.11254541590873,POINT (11.11254541590873 46.07007951404513),1
Carpinus betulus,28,1338.11,244.5,39.28,6.1,0.99,0.2,0.36,,,148.6,0.76,,2.11,16.4,8,2.4,6,28.3,102.5,6.2,46.07003531519553,11.11236566703383,POINT (11.11236566703383 46.07003531519553),1
Carpinus betulus,32,1647.9,331.3,53.23,6.7,1.07,0.2,0.43,,,179.1,0.92,,2.42,17.8,11,3.3,6,28.3,123.5,7.4,46.0749948387589,11.11873286381448,POINT (11.11873286381448 46.0749948387589),1
Carpinus betulus,38,2190.03,491.7,79,5.2,0.83,0.2,0.39,,,163.5,0.84,,2.06,13.8,9,2.7,6,28.3,112.7,6.8,46.04981983838148,11.13121596985872,POINT (11.13121596985872 46.04981983838148),1
Carpinus betulus,39,2289.42,522.1,83.88,4.8,0.77,0.2,0.44,,,183.3,0.9399999999999999,,2.15,12.8,10,3,6,28.3,126.4,7.6,46.04978024530684,11.13122995808406,POINT (11.13122995808406 46.04978024530684),1
Carpinus betulus,39,2289.42,522.1,83.88,4.8,0.77,0.2,0.4,,,166.1,0.85,,2.02,12.8,10.5,3.2,6,28.3,114.5,6.9,46.04973532165567,11.13124503381702,POINT (11.13124503381702 46.04973532165567),1
Carpinus betulus,37,2093.22,462.4,74.28,5.5,0.89,0.2,0.41,,,171.8,0.88,,2.18,14.7,9,2.7,6,28.3,118.4,7.1,46.04968828118114,11.13126261335293,POINT (11.13126261335293 46.04968828118114),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0.1,0.18,,,73.2,0.38,,1.07,8.6,7,2.1,5,19.6,50.5,3,46.04964534585148,11.13127724849075,POINT (11.13127724849075 46.04964534585148),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.13,,,54.4,0.28,,1.04,10.5,8,2.4,4,12.6,37.5,2.3,46.04950893674496,11.13130896896119,POINT (11.13130896896119 46.04950893674496),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.2,0.35,,,145.3,0.75,,1.94,14.1,10,3,6.5,33.2,100.1,6,46.04941826082963,11.1313111673771,POINT (11.1313111673771 46.04941826082963),1
Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0.2,0.34,,,141.8,0.73,,1.44,6.1,9,2.7,7,38.5,97.7,5.9,46.04936029511868,11.13130648088287,POINT (11.13130648088287 46.04936029511868),1
Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.3,0.62,,,257.8,1.33,,2.92,16.2,12,3.6,7,38.5,177.7,10.7,46.04931249266144,11.13130218547528,POINT (11.13130218547528 46.04931249266144),1
Carpinus betulus,39,2289.42,522.1,83.88,4.8,0.77,0.2,0.31,,,128.9,0.66,,1.74,12.8,11,3.3,5,19.6,88.90000000000001,5.4,46.04927207735746,11.13129752801298,POINT (11.13129752801298 46.04927207735746),1
Carpinus betulus,48,3300.11,845.6,135.86,0.3,0.05,0.5,0.9,,,376.1,1.93,,2.88,0.7,11,3.3,8,50.3,259.3,15.6,46.04918038402838,11.13129154374767,POINT (11.13129154374767 46.04918038402838),1
Carpinus betulus,31,1566.58,308.2,49.51,6.8,1.09,0.4,0.75,,,312.7,1.61,,3.45,18.2,12,3.6,8,50.3,215.5,13,46.04909994769446,11.13128521708657,POINT (11.13128521708657 46.04909994769446),1
Carpinus betulus,43,2712.8,654.6,105.17,2.9,0.47,0.6,1.19,,,497.5,2.56,,4.22,7.8,11,3.3,9,63.6,342.9,20.7,46.04853430894715,11.13128297082747,POINT (11.13128297082747 46.04853430894715),1
Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0,0.01,,,4,0.02,,0.18,2.6,3,0.9,1,0.8,2.7,0.2,46.04506895425927,11.13127256334575,POINT (11.13127256334575 46.04506895425927),1
Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0,0.01,,,4,0.02,,0.18,2.6,3,0.9,1,0.8,2.7,0.2,46.04496151401442,11.13128083808755,POINT (11.13128083808755 46.04496151401442),1
Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0,0.01,,,4,0.02,,0.18,2.6,3,0.9,1,0.8,2.7,0.2,46.04490537754889,11.13128423622118,POINT (11.13128423622118 46.04490537754889),1
Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0,0.01,,,3.1,0.02,,0.18,2.6,3,0.9,1,0.8,2.1,0.1,46.04423727521208,11.13134189981458,POINT (11.13134189981458 46.04423727521208),1
Carpinus betulus,5,69.67,7.1,1.14,0.8,0.13,0,0.01,,,4.1,0.02,,0.16,2.1,3.5,1,1,0.8,2.8,0.2,46.04397563454213,11.13135135058667,POINT (11.13135135058667 46.04397563454213),1
Carpinus betulus,7,136.55,13.2,2.11,1.1,0.18,0,0.02,,,9.6,0.05,,0.25,3,4,1.2,2,3.1,6.6,0.4,46.09271091654644,11.11495473376075,POINT (11.11495473376075 46.09271091654644),1
Carpinus betulus,7,136.55,13.2,2.11,1.1,0.18,0,0.02,,,9.6,0.05,,0.25,3,4,1.2,2,3.1,6.6,0.4,46.09265182201401,11.11509852626998,POINT (11.11509852626998 46.09265182201401),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0.1,0.24,,,98.40000000000001,0.51,,1.22,7.9,6,1.8,6,28.3,67.8,4.1,46.0937841151596,11.11437183894395,POINT (11.11437183894395 46.0937841151596),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.42,,,177.2,0.91,,1.97,10.5,6,1.8,7,38.5,122.1,7.4,46.09366696646517,11.11440875739087,POINT (11.11440875739087 46.09366696646517),1
Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0,0.08,,,34.5,0.18,,0.63,6.1,5,1.5,4,12.6,23.8,1.4,46.09358465205745,11.11444066858011,POINT (11.11444066858011 46.09358465205745),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0.1,0.16,,,68.3,0.35,,0.99,7.9,5,1.5,5,19.6,47.1,2.8,46.0934832271716,11.11447417759681,POINT (11.11447417759681 46.0934832271716),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0.1,0.19,,,78,0.4,,0.99,6.7,5,1.5,6,28.3,53.8,3.2,46.09339929718388,11.11450098154148,POINT (11.11450098154148 46.09339929718388),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0.2,0.41,,,170.7,0.88,,1.84,9.199999999999999,6,1.8,7,38.5,117.7,7.1,46.09332649232301,11.11458319131675,POINT (11.11458319131675 46.09332649232301),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0.1,0.15,,,61.8,0.32,,0.87,6.7,4,1.2,5,19.6,42.6,2.6,46.09045452520236,11.10869193449477,POINT (11.10869193449477 46.09045452520236),1
Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0,0.09,,,39.1,0.2,,0.66,6.1,6,1.8,4,12.6,26.9,1.6,46.05126909177779,11.1227657962496,POINT (11.1227657962496 46.05126909177779),1
Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.02,,,6.8,0.03,,0.26,3.5,4.5,1.3,1.5,1.8,4.7,0.3,46.05753305460564,11.11830030321372,POINT (11.11830030321372 46.05753305460564),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.02,,,10.1,0.05,,0.59,8.6,4,1.2,2,3.1,6.9,0.4,46.09080518667487,11.11959543333826,POINT (11.11959543333826 46.09080518667487),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.06,,,24.3,0.12,,0.74,9.199999999999999,6,1.8,3,7.1,16.7,1,46.09097665334036,11.11992132667227,POINT (11.11992132667227 46.09097665334036),1
Carpinus betulus,32,1647.9,331.3,53.23,6.7,1.07,0,0.07000000000000001,,,29.8,0.15,,1.3,17.8,6,1.8,3,7.1,20.5,1.2,46.09117331667454,11.12041690167221,POINT (11.12041690167221 46.09117331667454),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.05,,,19.8,0.1,,0.7,9.199999999999999,5,1.5,3,7.1,13.6,0.8,46.09112767167453,11.12033984667231,POINT (11.12033984667231 46.09112767167453),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0,0.06,,,25.1,0.13,,0.82,10.5,5,1.5,3,7.1,17.3,1,46.09107640334068,11.12022167167229,POINT (11.12022167167229 46.09107640334068),1
Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0,0.06,,,26.2,0.13,,0.79,9.9,5,1.5,3,7.1,18,1.1,46.09105606500777,11.12008300167226,POINT (11.12008300167226 46.09105606500777),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0,0.06,,,23.7,0.12,,1.03,14.1,6,1.8,3,7.1,16.4,1,46.09105588500794,11.12003164000534,POINT (11.12003164000534 46.09105588500794),1
Carpinus betulus,22,950.87,142.3,22.86,4.5,0.72,0,0.06,,,26.1,0.13,,0.91,11.9,6,1.8,3,7.1,18,1.1,46.09100991000768,11.11988228500533,POINT (11.11988228500533 46.09100991000768),1
Carpinus betulus,24,1069.62,172.8,27.76,5,0.8,0,0.06,,,25.1,0.13,,0.99,13.3,6,1.8,3,7.1,17.3,1,46.09067348167486,11.11831301667229,POINT (11.11831301667229 46.09067348167486),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.05,,,20.8,0.11,,0.67,8.6,5,1.5,3,7.1,14.3,0.9,46.09065379334086,11.11841292667228,POINT (11.11841292667228 46.09065379334086),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.06,,,25.2,0.13,,0.71,8.6,5,1.5,3,7.1,17.3,1,46.0906591466748,11.11850265500528,POINT (11.11850265500528 46.0906591466748),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.04,,,17.7,0.09,,0.61,7.9,4,1.2,3,7.1,12.2,0.7,46.09068094167457,11.11863180833829,POINT (11.11863180833829 46.09068094167457),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,13.3,0.07000000000000001,,0.65,9.199999999999999,4,1.2,2,3.1,9.199999999999999,0.6,46.09071170000747,11.11876423333824,POINT (11.11876423333824 46.09071170000747),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,10.6,0.05,,0.5600000000000001,7.9,4,1.2,2,3.1,7.3,0.4,46.0907748600079,11.11902292000523,POINT (11.11902292000523 46.0907748600079),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.04,,,17.1,0.09,,0.46,5.6,5,1.5,3,7.1,11.8,0.7,46.09080829667486,11.11914278000525,POINT (11.11914278000525 46.09080829667486),1
Carpinus betulus,19,792.11,102.9,16.54,3.7,0.59,0,0.06,,,23.2,0.12,,0.77,9.9,6,1.8,3,7.1,16,1,46.0908545650081,11.11932689167229,POINT (11.11932689167229 46.0908545650081),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.09,,,35.7,0.18,,0.78,8.6,4,1.2,4,12.6,24.6,1.5,46.09092518667463,11.11940153833822,POINT (11.11940153833822 46.09092518667463),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0.1,0.1,,,40.4,0.21,,0.82,8.6,4,1.2,4,12.6,27.8,1.7,46.09097572667448,11.11973497167223,POINT (11.11973497167223 46.09097572667448),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.02,,,9.4,0.05,,0.48,6.7,4,1.2,2,3.1,6.5,0.4,46.09100165000755,11.11966175333827,POINT (11.11966175333827 46.09100165000755),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.09,,,38.7,0.2,,0.85,9.199999999999999,5,1.5,4,12.6,26.7,1.6,46.09104185000766,11.11959186500527,POINT (11.11959186500527 46.09104185000766),1
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.05,,,22.5,0.12,,0.61,7.3,4,1.2,3,7.1,15.5,0.9,46.09110097667472,11.11953495000528,POINT (11.11953495000528 46.09110097667472),1
